#ID        name                 Mass_0             Z_0                spin_0             SN_0               Tstart_0           Mass_1             Z_1                spin_1             SN_1               Tstart_1           a                  e                  Tend               Dtout              Seed             
76         194317121326178      32.997             0.02               0.0                delayed            zams               21.249             0.02               0.0                delayed            zams               654                0.44               end                end            461270613380100  
77         668029707059289      49.251             0.02               0.0                delayed            zams               11.004             0.02               0.0                delayed            zams               76.1               0.397              end                end            317332063069164  
78         487654118210055      113.072            0.02               0.0                delayed            zams               51.118             0.02               0.0                delayed            zams               5.83e+04           0.000435           end                end            548036412570273  
79         646306725144275      38.573             0.02               0.0                delayed            zams               5.963              0.02               0.0                delayed            zams               546                0.383              end                end            471092449639300  
80         213695004151238      34.982             0.02               0.0                delayed            zams               25.956             0.02               0.0                delayed            zams               4.41e+03           0.747              end                end            660235295441043  
81         695799470572997      87.939             0.02               0.0                delayed            zams               78.391             0.02               0.0                delayed            zams               110                0.263              end                end            467820631944996  
82         167035026498624      39.408             0.02               0.0                delayed            zams               11.407             0.02               0.0                delayed            zams               7.31e+03           0.0126             end                end            780361450525341  
83         703327072372802      44.732             0.02               0.0                delayed            zams               33.230             0.02               0.0                delayed            zams               3.86e+03           0.515              end                end            804356456450164  
84         886393177569203      35.424             0.02               0.0                delayed            zams               16.492             0.02               0.0                delayed            zams               104                0.686              end                end            155660195492873  
85         194756371966073      25.803             0.02               0.0                delayed            zams               12.513             0.02               0.0                delayed            zams               825                0.872              end                end            771234123556834  
86         704022624505559      38.304             0.02               0.0                delayed            zams               7.764              0.02               0.0                delayed            zams               476                0.11               end                end            836708724611449  
87         186232888453125      100.466            0.02               0.0                delayed            zams               93.104             0.02               0.0                delayed            zams               465                0.0788             end                end            47795181572821   
88         169373040243907      46.410             0.02               0.0                delayed            zams               25.780             0.02               0.0                delayed            zams               4.13e+04           0.312              end                end            308560586645335  
89         321544998920840      39.706             0.02               0.0                delayed            zams               36.995             0.02               0.0                delayed            zams               105                0.0115             end                end            312668210241066  
90         664239874037921      23.455             0.02               0.0                delayed            zams               14.051             0.02               0.0                delayed            zams               129                0.745              end                end            55231311428327   
91         428164796250924      58.556             0.02               0.0                delayed            zams               9.391              0.02               0.0                delayed            zams               110                0.428              end                end            583320620035018  
92         692386703020399      69.628             0.02               0.0                delayed            zams               51.105             0.02               0.0                delayed            zams               1.08e+03           0.0369             end                end            194561699593522  
93         753239421585239      33.224             0.02               0.0                delayed            zams               22.286             0.02               0.0                delayed            zams               91.8               0.675              end                end            368527453458105  
94         160666565148830      33.976             0.02               0.0                delayed            zams               7.151              0.02               0.0                delayed            zams               23.5               0.00207            end                end            485473592415683  
